ID,LACT,DIM,MILK,FAT,PROTEIN,BW,DMI,NEL
1826,1,171,32.652,4.76,3.74,614.744898,23.42509713,1.671758911
1068,3,222,36.28,3.81,3.76,729.1208791,25.8323575,1.567272099
1902,1,123,41.2685,3.16,3.08,607.3979592,23.4591443,1.693508854
1744,1,240,31.745,4.85,4.01,625.3061224,23.51561809,1.65217135
9842,3,382,32.1985,4.46,4.44,758.4249084,26.18792641,1.525856985
1951,1,40,32.1985,5.08,3.29,595.952381,22.23429459,1.776667119
1370,2,282,33.1055,4.51,3.8,740.1098901,26.05305697,1.55741332
1944,1,65,37.6405,3.9,2.91,598.5204082,23.10253188,1.726043108
9212,5,119,39.908,3.43,2.93,710.2564103,25.75973371,1.606739219
1389,2,235,36.7335,3.71,3.58,731.5018315,25.87706873,1.564915402
1387,2,169,35.373,4.07,3.49,719.4139194,25.68781541,1.579574165
1441,2,221,29.4775,5.27,4.4,728.9377289,25.58737256,1.551299619
9776,3,444,29.024,5.54,4.19,769.7802198,26.59715557,1.528121238
9865,4,9,31.745,4.89,3.73,721.4285714,20.12402691,2.007076795
1822,1,168,32.1985,4.71,3.81,614.2857143,23.25366745,1.661061083
7885,8,142,40.815,3,3.31,714.4688645,25.53681286,1.581155268
1743,1,200,27.21,6.15,4.22,619.1836735,23.27819134,1.650628436
1325,2,238,34.466,4.12,3.65,732.0512821,25.80920178,1.559179652
1400,2,255,35.373,4.06,3.35,735.1648352,26.02502074,1.566531431
1094,3,194,32.652,4.56,3.71,723.992674,25.63618464,1.565745398
1873,1,121,44.8965,2.47,2.96,607.0918367,23.2727927,1.681740875
1957,1,67,34.9195,4.17,3.29,598.8265306,22.80487228,1.700792389
1485,2,137,39.001,3.13,3.53,713.5531136,25.3051016,1.567877737
9821,4,113,39.908,3.32,2.86,709.1575092,25.59982778,1.599535255
9970,3,296,33.559,4.37,3.5,742.6739927,26.08085571,1.553569374
1894,1,76,37.6405,3.66,3.05,600.2040816,22.98860115,1.697629149
1374,2,251,32.652,4.37,3.89,734.4322344,25.68279298,1.545363609
1665,1,386,27.6635,5.83,4.19,647.6530612,23.77531635,1.616171862
8562,7,144,48.071,1.91,3.08,714.8351648,25.43684266,1.573589626
1382,2,274,32.1985,4.6,3.62,738.6446886,25.88598262,1.549572665
1911,1,93,34.0125,4.28,3.28,602.8061224,22.96370587,1.677262554
145,5,320,36.28,3.65,3.41,747.0695971,26.05574074,1.542159789
1369,2,264,37.6405,3.4,3.33,736.8131868,25.8481264,1.551131918
1599,2,35,40.815,2.84,3.24,711.1111111,23.89863107,1.661021172
211,3,175,38.094,3.37,3.2,720.5128205,25.55028129,1.567907611
1097,3,220,33.559,4.15,3.6,728.7545788,25.55635294,1.549616942
1553,2,82,49.885,1.52,3.22,703.4798535,24.80553653,1.570846328
9895,4,6,29.4775,4.86,4.44,722.6190476,18.7379973,2.050980457
8064,8,321,36.7335,3.69,3.01,747.2527473,26.2019108,1.55144327
1765,1,239,31.745,4.43,3.82,625.1530612,23.11820266,1.624588958
1513,2,165,34.466,3.9,3.39,718.6813187,25.28959321,1.554521453
9944,3,205,44.443,1.98,3.44,726.007326,25.17554657,1.529770032
1372,2,296,32.652,4.19,3.62,742.6739927,25.69042277,1.527351689
8305,8,151,46.257,1.81,3.28,716.1172161,25.02813949,1.542613255
9066,5,285,34.0125,3.91,3.45,740.6593407,25.68249524,1.531342147
1394,2,230,34.466,3.59,3.78,730.5860806,25.23708112,1.523551005
1668,2,10,28.117,5.57,3.52,721.031746,20.1188992,1.949024856
9676,4,271,34.466,3.57,3.77,738.0952381,25.3819496,1.516486074
9918,3,272,31.2915,4.41,3.64,738.2783883,25.47931483,1.52280496
1840,1,149,31.2915,4.46,3.55,611.377551,22.73079961,1.631417055
1823,1,169,29.4775,4.84,3.84,614.4387755,22.69283814,1.620686403
1803,1,185,29.024,5.04,3.74,616.8877551,22.80418857,1.622569588
1895,1,57,36.28,3.45,3.12,597.2959184,22.16375608,1.681640868
8812,6,180,41.2685,2.45,3.22,721.4285714,25.11327256,1.536008222
9911,4,128,26.303,5.91,3.92,711.9047619,24.85744892,1.54136446
8952,6,211,33.559,3.95,3.29,727.1062271,25.32167952,1.537353927
9217,5,269,32.652,3.88,3.75,737.7289377,25.28247308,1.510389149
1921,1,60,32.1985,4.2,3.38,597.755102,22.0815199,1.665857418
1001,3,250,39.908,2.65,3.1,734.2490842,25.38393432,1.525372815
1222,2,334,31.745,4.37,3.16,749.6336996,25.80050943,1.519237729
9438,4,322,30.3845,4.34,3.91,747.4358974,25.40012188,1.496503775
9892,3,332,30.838,4.19,3.91,749.2673993,25.41166798,1.493148284
1859,1,149,31.745,4.05,3.6,611.377551,22.45574162,1.611234604
1621,2,82,34.466,3.23,3.82,703.4798535,24.16461786,1.525155261
9507,5,9,28.5705,4.76,3.99,721.4285714,19.40499457,1.926490444
1236,2,378,29.931,4.44,3.77,757.6923077,25.60625963,1.487694759
1863,1,78,28.117,4.92,3.93,600.5102041,21.98666008,1.621786445
9709,4,213,29.931,4.43,3.76,727.4725275,24.93246999,1.509321346
1941,1,54,38.094,3.07,2.71,596.8367347,22.04511716,1.683877786
1932,1,80,32.1985,4.01,3.3,600.8163265,22.18054273,1.633786009
1802,1,104,27.6635,4.99,4,604.4897959,22.10784618,1.606944742
1422,2,240,29.931,4.23,4,732.4175824,24.86442471,1.492992477
1346,2,307,29.4775,4.47,3.77,744.6886447,25.23701063,1.491275143
9352,5,181,34.9195,3.46,3.02,721.6117216,25.00284365,1.527884437
9349,4,519,26.303,5.49,3.86,783.5164835,26.11620439,1.465416999
1035,3,267,33.559,3.43,3.61,737.3626374,25.03169076,1.493518279
1753,1,193,31.2915,3.87,3.65,618.1122449,22.33598936,1.584702002
9713,4,205,35.373,2.94,3.54,726.007326,24.65252068,1.492664655
7923,8,302,31.745,3.88,3.37,743.7728938,25.21184918,1.491589734
1933,1,98,32.1985,3.82,3.23,603.5714286,22.12929769,1.612666008
1415,1,590,23.1285,6.24,4.4,678.877551,23.46317524,1.517731477
8434,7,229,33.559,3.39,3.2,730.4029304,24.83886435,1.495838344
9926,3,347,27.6635,4.55,3.98,752.014652,25.0247677,1.459196934
1996,1,31,27.6635,4.89,3.24,600.2380952,20.48544422,1.717983806
1968,1,77,26.7565,5.19,3.24,600.3571429,21.84368843,1.612226937
8737,7,8,23.1285,6.26,3.97,721.8253968,18.85991312,1.923752047
1294,2,297,27.6635,4.73,3.46,742.8571429,24.97046588,1.476432856
149,6,13,30.838,3.67,3.66,719.8412698,20.0462765,1.794128203
1982,1,23,28.117,4.63,3.28,604.047619,19.68968242,1.773573868
1842,1,152,29.931,3.88,3.6,611.8367347,21.89964581,1.567623733
9411,5,189,30.838,3.88,3.09,723.0769231,24.55256181,1.492306057
1591,2,108,28.117,4.65,3.05,708.2417582,24.2280669,1.507348127
9403,4,460,27.6635,4.37,3.73,772.7106227,25.33291458,1.434061511
9253,5,236,33.1055,3.05,3.44,731.6849817,24.43919238,1.46365283
1009,3,271,35.8265,2.57,3.28,738.0952381,24.61604412,1.461656752
1838,1,82,38.094,2.09,3.4,601.122449,21.3865586,1.569620157
1279,2,338,27.6635,4.32,3.71,750.3663004,24.8004603,1.446582572
9875,3,441,27.6635,4.44,3.47,769.2307692,25.31358847,1.440612419
1034,3,282,26.303,4.84,3.57,740.1098901,24.65596476,1.459879894
9653,4,269,29.931,3.7,3.56,737.7289377,24.51245918,1.454841248
1978,1,14,23.582,6.14,3.12,608.3333333,18.3336032,1.896472019
1940,1,59,27.6635,4.61,3.08,597.6020408,21.34596883,1.611692174
1689,1,319,24.9425,5.18,3.75,637.3979592,22.30294619,1.532734737
1246,3,12,26.303,4.51,4.04,720.2380952,19.54761172,1.783693304
1562,2,8,22.2215,5.97,4.42,721.8253968,18.50633375,1.879391662
1402,2,256,25.8495,4.71,3.84,735.3479853,24.33721414,1.447357252
9633,4,192,33.559,2.71,3.5,723.6263736,24.01507098,1.450996256
9927,3,298,23.582,5.29,4.1,743.040293,24.34607669,1.429776918
1377,2,269,25.396,4.47,4.27,737.7289377,24.09654242,1.423360841
1790,1,177,25.8495,4.36,4.04,615.6632653,21.43614303,1.520166475
1995,1,15,24.0355,5.37,3.37,607.8571429,18.1630519,1.838991046
1013,3,295,32.1985,2.78,3.57,742.4908425,24.23866985,1.422893443
2019,1,11,24.0355,5.29,3.5,609.7619048,17.35130737,1.91594359
1984,1,20,26.7565,4.16,3.43,605.4761905,18.70639555,1.744001203
1074,3,251,25.396,4.42,3.69,734.4322344,23.9864781,1.422783376
9920,3,314,24.489,4.5,4.04,745.970696,24.08016769,1.402329309
1029,2,523,24.9425,4.48,3.62,784.2490842,25.01765711,1.384097481
7901,8,393,26.7565,4.07,3.25,760.4395604,24.60898819,1.40865799
9893,4,5,23.1285,4.29,4.73,723.015873,16.93353287,1.882888231
8719,6,401,25.8495,3.89,3.6,761.9047619,24.29501945,1.381002259
9525,4,306,24.489,4.24,3.74,744.5054945,23.85975537,1.388543861
1908,1,105,27.21,3.6,3.14,604.6428571,20.8799777,1.50770845
8438,7,288,26.303,3.55,3.47,741.2087912,23.67733152,1.382024168
9705,4,243,25.8495,3.57,3.21,732.967033,23.41389854,1.381010809
1334,2,265,20.4075,5.03,4.07,736.996337,23.21141779,1.354433832
1985,1,7,18.14,6.2,4.15,611.6666667,15.57371152,1.908858465
9487,4,388,22.675,3.94,3.88,759.5238095,23.56262305,1.327862169
1994,1,30,20.861,4.85,3.53,600.7142857,18.78455771,1.567660838
1989,1,10,18.14,5.87,4.11,610.2380952,16.13154294,1.805555594
9346,4,319,20.861,4.3,3.58,746.8864469,23.09614589,1.320095109
112,6,8,17.6865,4.34,4.14,721.8253968,16.84587594,1.64616278
1305,2,360,19.047,3.89,3.7,754.3956044,22.6008404,1.257966819
1678,2,5,19.5005,2.78,5.03,723.015873,15.66644868,1.67341134
1251,3,11,21.3145,2.62,3.76,720.6349206,17.37797108,1.553299894
1987,1,7,15.419,5.31,3.89,611.6666667,14.65964756,1.758840286
9207,5,315,17.6865,4.04,3.51,746.1538462,22.19213317,1.2422179
1405,2,221,17.6865,3.34,3.16,728.9377289,21.44741695,1.2178631
9558,4,314,14.512,4.02,3.72,745.970696,21.45192998,1.172442384
9342,5,10,4.9885,2.13,4.34,721.031746,14.66878894,1.141192593
